hardware vs. memory (1000),,,
time+,buffalo,csel-kh1250-13,csel-kh1262-13
234.12,1.3,,
234.2,,1.1,
234.47,1.3,,
234.54,,1.1,
234.81,1.3,,
234.87,,1.1,
235.16,1.3,,
235.2,,1.1,
235.5,1.3,,
235.54,,1.1,
235.85,1.3,,
235.88,,1.1,
236.19,1.3,,
236.21,,1.1,
236.54,1.3,,
236.55,,1.1,
236.88,1.3,,
236.89,,1.1,
237.22,1.3,,
237.22,,1.1,
237.56,,1.1,
237.57,1.3,,
237.89,,1.1,
237.91,1.3,,
238.22,,1.1,
238.26,1.3,,
238.56,,1.1,
238.6,1.3,,
238.9,,1.1,
238.94,1.3,,
239.23,,1.1,
239.28,1.3,,
239.56,,1.1,
239.63,1.3,,
239.9,,1.1,
239.97,1.3,,
240.23,,1.1,
240.34,1.3,,
240.57,,1.1,
240.68,1.3,,
240.9,,1.1,
241.03,1.3,,
241.24,,1.1,
241.37,1.3,,
241.58,,1.1,
241.72,1.3,,
241.92,,1.1,
242.06,1.3,,
242.25,,1.1,
242.41,1.3,,
242.58,,1.1,
242.75,1.3,,
242.92,,1.1,
243.09,1.3,,
243.25,,1.1,
243.44,1.3,,
243.59,,1.1,
243.78,1.3,,
243.92,,1.1,
244.13,1.3,,
244.26,,1.1,
244.47,1.3,,
244.59,,1.1,
244.82,1.3,,
244.93,,1.1,
245.16,1.3,,
245.26,,1.1,
245.51,1.3,,
245.6,,1.1,
245.85,1.3,,
245.93,,1.1,
246.2,1.3,,
246.27,,1.1,
246.54,1.3,,
246.6,,1.1,
246.89,1.3,,
246.94,,1.1,
247.23,1.3,,
247.27,,1.1,
247.58,1.3,,
247.6,,1.1,
247.92,1.3,,
247.94,,1.1,
248.27,1.3,,
248.28,,1.1,
248.61,1.3,,
248.61,,1.1,
248.94,,1.1,
248.96,1.3,,
249.28,,1.1,
249.3,1.3,,
249.62,,1.1,
249.65,1.3,,
249.95,,1.1,
249.99,1.3,,
250.28,,1.1,
250.34,1.3,,
250.62,,1.1,
250.69,1.3,,
250.96,,1.1,
251.03,1.3,,
251.29,,1.1,
251.38,1.3,,
251.63,,1.1,
251.72,1.3,,
251.96,,1.1,
252.07,1.3,,
252.3,,1.1,
252.42,1.3,,
252.64,,1.1,
252.77,1.3,,
252.97,,1.1,
253.12,1.3,,
253.3,,1.1,
253.46,1.3,,
253.64,,1.1,
253.8,1.3,,
253.97,,1.1,
254.15,1.3,,
254.31,,1.1,
254.49,1.3,,
254.64,,1.1,
254.85,1.3,,
254.98,,1.1,
255.2,1.3,,
255.31,,1.1,
255.53,1.3,,
255.65,,1.1,
255.88,1.3,,
255.98,,1.1,
256.23,1.3,,
256.32,,1.1,
256.58,1.3,,
256.65,,1.1,
256.93,1.3,,
256.99,,1.1,
257.28,1.3,,
257.32,,1.1,
257.62,1.3,,
257.66,,1.1,
257.97,1.3,,
257.99,,1.1,
258.31,1.3,,
258.32,,1.1,
258.66,1.3,,
258.66,,1.1,
259.0,1.3,,
259.0,,1.1,
259.33,,1.1,
259.35,1.3,,
259.66,,1.1,
259.69,1.3,,
260.0,,1.1,
260.03,1.3,,
260.34,,1.1,
260.38,1.3,,
260.67,,1.1,
260.73,1.3,,
261.0,,1.1,
261.08,1.3,,
261.34,,1.1,
261.42,1.3,,
261.67,,1.1,
261.77,1.3,,
262.01,,1.1,
262.11,1.3,,
262.34,,1.1,
262.46,1.3,,
262.68,,1.1,
262.81,1.3,,
263.01,,1.1,
263.15,1.3,,
263.35,,1.1,
263.49,1.3,,
263.68,,1.1,
263.84,1.3,,
264.02,,1.1,
264.18,1.3,,
264.35,,1.1,
264.53,1.3,,
264.69,,1.1,
264.87,1.3,,
265.02,,1.1,
265.22,1.3,,
265.36,,1.1,
265.56,1.3,,
265.69,,1.1,
265.91,1.3,,
266.03,,1.1,
266.25,1.3,,
266.37,,1.1,
266.6,1.3,,
266.7,,1.1,
266.94,1.3,,
267.04,,1.1,
267.29,1.3,,
267.37,,1.1,
267.64,1.3,,
267.71,,1.1,
267.98,1.3,,
268.04,,1.1,
268.33,1.3,,
268.37,,1.1,
268.66,1.3,,
268.71,,1.1,
269.01,1.3,,
269.05,,1.1,
269.35,1.3,,
269.38,,1.1,
269.69,1.3,,
269.71,,1.1,
270.03,1.3,,
270.05,,1.1,
270.38,1.3,,
270.39,,1.1,
270.72,1.3,,
270.72,,1.1,
271.05,,1.1,
271.07,1.3,,
271.39,,1.1,
271.41,1.3,,
271.72,,1.1,
271.76,1.3,,
272.06,,1.1,
272.1,1.3,,
272.39,,1.1,
272.45,1.3,,
272.73,,1.1,
272.79,1.3,,
273.06,,1.1,
273.13,1.3,,
273.4,,1.1,
273.48,1.3,,
273.73,,1.1,
273.82,1.3,,
274.07,,1.1,
274.17,1.3,,
274.4,,1.1,
274.51,1.3,,
274.74,,1.1,
274.85,1.3,,
275.07,,1.1,
275.19,1.3,,
275.41,,1.1,
275.54,1.3,,
275.74,,1.1,
275.88,1.3,,
276.07,,1.1,
276.23,1.3,,
276.41,,1.1,
276.57,1.3,,
276.75,,1.1,
276.91,1.3,,
277.09,,1.1,
277.26,1.3,,
277.42,,1.1,
277.6,1.3,,
277.75,,1.1,
277.94,1.3,,
278.09,,1.1,
278.28,1.3,,
278.42,,1.1,
278.63,1.3,,
278.76,,1.1,
278.97,1.3,,
279.09,,1.1,
279.32,1.3,,
279.43,,1.1,
279.66,1.3,,
279.76,,1.1,
280.02,1.3,,
280.1,,1.1,
280.37,1.3,,
280.43,,1.1,
280.71,1.3,,
280.77,,1.1,
281.05,1.3,,
281.1,,1.1,
281.4,1.3,,
281.45,,1.1,
281.74,1.3,,
281.78,,1.1,
282.09,1.3,,
282.11,,1.1,
282.43,1.3,,
282.45,,1.1,
282.78,1.3,,
282.79,,1.1,
283.12,1.3,,
283.12,,1.1,
283.46,1.3,,
283.46,,1.1,
283.79,,1.1,
283.81,1.3,,
284.13,,1.1,
284.15,1.3,,
284.47,,1.1,
284.5,1.3,,
284.8,,1.1,
284.85,1.3,,
285.14,,1.1,
285.19,1.3,,
285.47,,1.1,
285.53,1.3,,
285.81,,1.1,
285.88,1.3,,
286.14,,1.1,
286.22,1.3,,
286.48,,1.1,
286.58,1.3,,
286.81,,1.1,
286.92,1.3,,
287.15,,1.1,
287.26,1.3,,
287.49,,1.1,
287.61,1.3,,
287.82,,1.1,
287.96,1.3,,
288.15,,1.1,
288.3,1.3,,
288.49,,1.1,
288.64,1.3,,
288.83,,1.1,
288.99,1.3,,
289.16,,1.1,
289.33,1.3,,
289.5,,1.1,
289.69,1.3,,
289.83,,1.1,
290.03,1.3,,
290.17,,1.1,
290.38,1.3,,
290.5,,1.1,
290.72,1.3,,
290.84,,1.1,
291.07,1.3,,
291.17,,1.1,
291.41,1.3,,
291.51,,1.1,
291.76,1.3,,
291.85,,1.1,
292.1,1.3,,
292.19,,1.1,
292.44,1.3,,
292.52,,1.1,
292.8,1.3,,
292.86,,1.1,
293.15,1.3,,
293.19,,1.1,
293.49,1.3,,
293.53,,1.1,
293.83,1.3,,
293.86,,1.1,
294.18,1.3,,
294.2,,1.1,
294.52,1.3,,
294.53,,1.1,
294.86,1.3,,
294.87,,1.1,
295.21,1.3,,
295.21,,1.1,
295.54,,1.1,
295.55,1.3,,
295.87,,1.1,
295.89,1.3,,
296.21,,1.1,
296.24,1.3,,
296.55,,1.1,
296.58,1.3,,
296.89,,1.1,
296.92,1.3,,
297.22,,1.1,
297.28,1.3,,
297.55,,1.1,
297.62,1.3,,
297.89,,1.1,
297.97,1.3,,
298.22,,1.1,
298.31,1.3,,
298.56,,1.1,
298.65,1.3,,
298.89,,1.1,
299.0,1.3,,
299.23,,1.1,
299.34,1.3,,
299.56,,1.1,
299.69,1.3,,
299.9,,1.1,
300.03,1.3,,
300.23,,1.1,
300.38,1.3,,
300.57,,1.1,
300.72,1.3,,
300.91,,1.1,
301.06,1.3,,
301.24,,1.1,
301.4,1.3,,
301.58,,1.1,
301.75,1.3,,
301.91,,1.1,
302.1,1.3,,
302.25,,1.1,
302.44,1.3,,
302.58,,1.1,
302.79,1.3,,
302.92,,1.1,
303.13,1.3,,
303.25,,1.1,
303.48,1.3,,
303.59,,1.1,
303.82,1.3,,
303.92,,1.1,
304.16,1.3,,
304.26,,1.1,
304.51,1.3,,
304.59,,1.1,
304.85,1.3,,
304.93,,1.1,
305.19,1.3,,
305.26,,1.1,
305.54,1.3,,
305.6,,1.1,
305.88,1.3,,
305.93,,1.1,
306.22,1.3,,
306.27,,1.1,
306.57,1.3,,
306.61,,1.1,
306.91,1.3,,
306.94,,1.1,
307.26,1.3,,
307.28,,1.1,
307.6,1.3,,
307.61,,1.1,
307.95,1.3,,
307.95,,1.1,
308.28,,1.1,
308.29,1.3,,
308.61,,1.1,
308.64,1.3,,
308.95,,1.1,
308.98,1.3,,
309.29,,1.1,
309.32,1.3,,
309.62,,1.1,
309.67,1.3,,
309.95,,1.1,
310.01,1.3,,
310.29,,1.1,
310.36,1.3,,
310.63,,1.1,
310.7,1.3,,
310.96,,1.1,
311.05,1.3,,
311.29,,1.1,
311.39,1.3,,
311.63,,1.1,
311.73,1.3,,
311.97,,1.1,
312.08,1.3,,
312.3,,1.1,
312.42,1.3,,
312.63,,1.1,
312.77,1.3,,
312.97,,1.1,
313.11,1.3,,
313.31,,1.1,
313.46,1.3,,
313.64,,1.1,
313.8,1.3,,
313.97,,1.1,
314.14,1.3,,
314.31,,1.1,
314.49,1.3,,
314.64,,1.1,
314.83,1.3,,
314.98,,1.1,
315.17,1.3,,
315.31,,1.1,
315.51,1.3,,
315.65,,1.1,
315.86,1.3,,
315.98,,1.1,
316.2,1.3,,
316.32,,1.1,
316.55,1.3,,
316.65,,1.1,
316.89,1.3,,
316.99,,1.1,
317.24,1.3,,
317.32,,1.1,
317.58,1.3,,
317.66,,1.1,
317.93,1.3,,
317.99,,1.1,
318.27,1.3,,
318.33,,1.1,
318.61,1.3,,
318.66,,1.1,
318.96,1.3,,
319.0,,1.1,
319.3,1.3,,
319.33,,1.1,
319.66,1.3,,
319.66,,1.1,
320.0,1.3,,
320.0,,1.1,
320.34,,1.1,
320.35,1.3,,
320.67,,1.1,
320.69,1.3,,
321.0,,1.1,
321.04,1.3,,
321.34,,1.1,
321.38,1.3,,
321.68,,1.1,
321.73,1.3,,
322.01,,1.1,
322.07,1.3,,
322.34,,1.1,
322.42,1.3,,
322.68,,1.1,
322.76,1.3,,
323.01,,1.1,
323.11,1.3,,
323.35,,1.1,
323.45,1.3,,
323.68,,1.1,
323.8,1.3,,
324.02,,1.1,
324.15,1.3,,
324.35,,1.1,
324.49,1.3,,
324.69,,1.1,
324.84,1.3,,
325.02,,1.1,
325.18,1.3,,
325.36,,1.1,
325.52,1.3,,
325.69,,1.1,
325.87,1.3,,
326.03,,1.1,
326.21,1.3,,
326.36,,1.1,
326.55,1.3,,
326.7,,1.1,
326.9,1.3,,
327.04,,1.1,
327.24,1.3,,
327.37,,1.1,
327.59,1.3,,
327.7,,1.1,
327.93,1.3,,
328.04,,1.1,
328.28,1.3,,
328.38,,1.1,
328.62,1.3,,
328.71,,1.1,
328.96,1.3,,
329.04,,1.1,
329.31,1.3,,
329.38,,1.1,
329.65,1.3,,
329.71,,1.1,
329.99,1.3,,
330.05,,1.1,
330.34,1.3,,
330.38,,1.1,
330.68,1.3,,
330.72,,1.1,
331.02,1.3,,
331.05,,1.1,
331.37,1.3,,
331.39,,1.1,
331.71,1.3,,
331.73,,1.1,
332.06,1.3,,
332.06,,1.1,
332.4,1.3,,
332.4,,1.1,
332.73,,1.1,
332.74,1.3,,
333.07,,1.1,
333.09,1.3,,
333.4,,1.1,
333.43,1.3,,
333.74,,1.1,
333.78,1.3,,
334.07,,1.1,
334.12,1.3,,
334.4,,1.1,
334.47,1.3,,
334.74,,1.1,
334.81,1.3,,
335.08,,1.1,
335.15,1.3,,
335.41,,1.1,
335.5,1.3,,
335.74,,1.1,
335.84,1.3,,
336.08,,1.1,
336.18,1.3,,
336.42,,1.1,
336.53,1.3,,
336.76,,1.1,
336.87,1.3,,
337.09,,1.1,
337.22,1.3,,
337.42,,1.1,
337.56,1.3,,
337.76,,1.1,
337.91,1.3,,
338.1,,1.1,
338.25,1.3,,
338.43,,1.1,
338.59,1.3,,
338.76,,1.1,
338.94,1.3,,
339.1,,1.1,
339.28,1.3,,
339.43,,1.1,
339.63,1.3,,
339.77,,1.1,
339.97,1.3,,
340.1,,1.1,
340.32,1.3,,
340.44,,1.1,
340.66,1.3,,
340.77,,1.1,
341.01,1.3,,
341.11,,1.1,
341.35,1.3,,
341.44,,1.1,
341.7,1.3,,
341.78,,1.1,
342.04,1.3,,
342.12,,1.1,
342.38,1.3,,
342.45,,1.1,
342.73,1.3,,
342.79,,1.1,
343.07,1.3,,
343.12,,1.1,
343.42,1.3,,
343.46,,1.1,
343.76,1.3,,
343.79,,1.1,
344.1,1.3,,
344.13,,1.1,
344.45,1.3,,
344.46,,1.1,
344.79,1.3,,
344.8,,1.1,
345.13,,1.1,
345.14,1.3,,
345.46,,1.1,
345.49,1.3,,
345.8,,1.1,
345.83,1.3,,
346.14,,1.1,
346.18,1.3,,
346.47,,1.1,
346.52,1.3,,
346.8,,1.1,
346.86,1.3,,
347.14,,1.1,
347.21,1.3,,
347.47,,1.1,
347.55,1.3,,
347.81,,1.1,
347.9,1.3,,
348.14,,1.1,
348.24,1.3,,
348.48,,1.1,
348.59,1.3,,
348.81,,1.1,
348.93,1.3,,
349.14,,1.1,
349.27,1.3,,
349.48,,1.1,
349.62,1.3,,
349.82,,1.1,
349.97,1.3,,
350.15,,1.1,
350.31,1.3,,
350.48,,1.1,
350.65,1.3,,
350.82,,1.1,
351.0,1.3,,
351.15,,1.1,
351.34,1.3,,
351.49,,1.1,
351.69,1.3,,
351.82,,1.1,
352.03,1.3,,
352.16,,1.1,
352.38,1.3,,
352.49,,1.1,
352.72,1.3,,
352.82,,1.1,
353.06,1.3,,
353.16,,1.1,
353.41,1.3,,
353.5,,1.1,
353.75,1.3,,
353.83,,1.1,
354.1,1.3,,
354.16,,1.1,
354.44,1.3,,
354.5,,1.1,
354.79,1.3,,
354.84,,1.1,
355.13,1.3,,
355.17,,1.1,
355.48,1.3,,
355.5,,1.1,
355.82,1.3,,
355.84,,1.1,
356.17,1.3,,
356.18,,1.1,
356.51,1.3,,
356.52,,1.1,
356.85,,1.1,
356.86,1.3,,
357.18,,1.1,
357.2,1.3,,
357.52,,1.1,
357.55,1.3,,
357.86,,1.1,
357.89,1.3,,
358.19,,1.1,
358.24,1.3,,
358.52,,1.1,
358.58,1.3,,
358.86,,1.1,
358.93,1.3,,
359.19,,1.1,
359.27,1.3,,
359.53,,1.1,
359.61,1.3,,
359.86,,1.1,
359.96,1.3,,
360.2,,1.1,
360.31,1.3,,
360.53,,1.1,
360.65,1.3,,
360.87,,1.1,
360.99,1.3,,
361.2,,1.1,
361.34,1.3,,
361.54,,1.1,
361.68,1.3,,
361.88,,1.1,
362.03,1.3,,
362.21,,1.1,
362.37,1.3,,
362.55,,1.1,
362.72,1.3,,
362.88,,1.1,
363.06,1.3,,
363.22,,1.1,
363.41,1.3,,
363.55,,1.1,
363.75,1.3,,
363.89,,1.1,
364.1,1.3,,
364.22,,1.1,
364.44,1.3,,
364.56,,1.1,
364.79,1.3,,
364.89,,1.1,
365.13,1.3,,
365.23,,1.1,
365.48,1.3,,
365.56,,1.1,
365.82,1.3,,
365.9,,1.1,
366.16,1.3,,
366.23,,1.1,
366.51,1.3,,
366.56,,1.1,
366.85,1.3,,
366.9,,1.1,
367.2,1.3,,
367.24,,1.1,
367.54,1.3,,
367.57,,1.1,
367.88,1.3,,
367.9,,1.1,
368.23,1.3,,
368.24,,1.1,
368.57,1.3,,
368.57,,1.1,
368.91,,1.1,
368.92,1.3,,
369.24,,1.1,
369.26,1.3,,
369.58,,1.1,
369.61,1.3,,
369.92,,1.1,
369.95,1.3,,
370.25,,1.1,
370.29,1.3,,
370.58,,1.1,
370.64,1.3,,
370.92,,1.1,
370.98,1.3,,
371.25,,1.1,
371.33,1.3,,
371.59,,1.1,
371.67,1.3,,
371.92,,1.1,
372.02,1.3,,
372.26,,1.1,
372.36,1.3,,
372.59,,1.1,
372.71,1.3,,
372.93,,1.1,
373.05,1.3,,
373.26,,1.1,
373.39,1.3,,
373.6,,1.1,
373.74,1.3,,
373.93,,1.1,
374.08,1.3,,
374.26,,1.1,
374.43,1.3,,
374.6,,1.1,
374.77,1.3,,
374.94,,1.1,
375.12,1.3,,
375.27,,1.1,
375.46,1.3,,
375.6,,1.1,
375.81,1.3,,
375.94,,1.1,
376.15,1.3,,
376.28,,1.1,
376.5,1.3,,
376.62,,1.1,
376.84,1.3,,
376.95,,1.1,
377.19,1.3,,
377.28,,1.1,
377.53,1.3,,
377.62,,1.1,
377.87,1.3,,
377.95,,1.1,
378.22,1.3,,
378.29,,1.1,
378.56,1.3,,
378.62,,1.1,
378.91,1.3,,
378.96,,1.1,
379.25,1.3,,
379.29,,1.1,
379.6,1.3,,
379.63,,1.1,
379.94,1.3,,
379.96,,1.1,
380.28,1.3,,
380.3,,1.1,
380.63,1.3,,
380.63,,1.1,
380.97,,1.1,
380.98,1.3,,
381.3,,1.1,
381.32,1.3,,
381.64,,1.1,
381.66,1.3,,
381.97,,1.1,
382.01,1.3,,
382.3,,1.1,
382.35,1.3,,
382.64,,1.1,
382.7,1.3,,
382.98,,1.1,
383.04,1.3,,
383.31,,1.1,
383.39,1.3,,
383.65,,1.1,
383.73,1.3,,
383.98,,1.1,
384.07,1.3,,
384.32,,1.1,
384.42,1.3,,
384.65,,1.1,
384.76,1.3,,
384.99,,1.1,
385.1,1.3,,
385.32,,1.1,
385.45,1.3,,
385.66,,1.1,
385.79,1.3,,
385.99,,1.1,
386.14,1.3,,
386.33,,1.1,
386.48,1.3,,
386.67,,1.1,
386.83,1.3,,
387.0,,1.1,
387.17,1.3,,
387.33,,1.1,
387.51,1.3,,
387.67,,1.1,
387.86,1.3,,
388.01,,1.1,
388.2,1.3,,
388.34,,1.1,
388.55,1.3,,
388.67,,1.1,
388.9,1.3,,
389.01,,1.1,
389.25,1.3,,
389.34,,1.1,
389.6,1.3,,
389.68,,1.1,
389.95,1.3,,
390.01,,1.1,
390.29,1.3,,
390.35,,1.1,
390.64,1.3,,
390.68,,1.1,
390.98,1.3,,
391.02,,1.1,
391.33,1.3,,
391.35,,1.1,
391.67,1.3,,
391.69,,1.1,
392.02,1.3,,
392.03,,1.1,
392.36,,1.1,
392.37,1.3,,
392.7,,1.1,
392.71,1.3,,
393.03,,1.1,
393.05,1.3,,
393.37,,1.1,
393.4,1.3,,
393.7,,1.1,
393.75,1.3,,
394.03,,1.1,
394.09,1.3,,
394.37,,1.1,
394.44,1.3,,
394.71,,1.1,
394.78,1.3,,
395.04,,1.1,
395.12,1.3,,
395.37,,1.1,
395.47,1.3,,
395.71,,1.1,
395.81,1.3,,
396.05,,1.1,
396.15,1.3,,
396.38,,1.1,
396.5,1.3,,
396.72,,1.1,
396.84,1.3,,
397.06,,1.1,
397.18,1.3,,
397.39,,1.1,
397.53,1.3,,
397.73,,1.1,
397.87,1.3,,
398.06,,1.1,
398.21,1.3,,
398.4,,1.1,
398.56,1.3,,
398.73,,1.1,
398.9,1.3,,
399.07,,1.1,
399.24,1.3,,
399.4,,1.1,
399.59,1.3,,
399.74,,1.1,
399.93,1.3,,
400.07,,1.1,
400.27,1.3,,
400.41,,1.1,
400.62,1.3,,
400.74,,1.1,
400.97,1.3,,
401.08,,1.1,
401.31,1.3,,
401.41,,1.1,
401.65,1.3,,
401.75,,1.1,
402.0,1.3,,
402.08,,1.1,
402.34,1.3,,
402.42,,1.1,
402.68,1.3,,
402.75,,1.1,
403.02,1.3,,
403.09,,1.1,
403.37,1.3,,
403.42,,1.1,
403.71,1.3,,
403.76,,1.1,
404.05,1.3,,
404.09,,1.1,
404.4,1.3,,
404.43,,1.1,
404.74,1.3,,
404.76,,1.1,
405.08,1.3,,
405.1,,1.1,
405.43,1.3,,
405.43,,1.1,
405.77,1.3,,
405.77,,1.1,
406.1,,1.1,
406.12,1.3,,
406.43,,1.1,
406.46,1.3,,
406.77,,1.1,
406.8,1.3,,
407.11,,1.1,
407.15,1.3,,
407.44,,1.1,
407.49,1.3,,
407.78,,1.1,
407.84,1.3,,
408.11,,1.1,
408.18,1.3,,
408.45,,1.1,
408.53,1.3,,
408.78,,1.1,
408.87,1.3,,
409.11,,1.1,
409.21,1.3,,
409.45,,1.1,
409.56,1.3,,
409.79,,1.1,
409.9,1.3,,
410.12,,1.1,
410.24,1.3,,
410.46,,1.1,
410.59,1.3,,
410.79,,1.1,
410.93,1.3,,
411.13,,1.1,
411.27,1.3,,
411.47,,1.1,
411.61,1.3,,
411.8,,1.1,
411.96,1.3,,
412.14,,1.1,
412.3,1.3,,
412.47,,1.1,
412.64,1.3,,
412.81,,1.1,
412.99,1.3,,
413.15,,1.1,
413.33,1.3,,
413.48,,1.1,
413.67,1.3,,
413.82,,1.1,
414.02,1.3,,
414.15,,1.1,
414.36,1.3,,
414.49,,1.1,
414.7,1.3,,
414.83,,1.1,
415.04,1.3,,
415.16,,1.1,
415.39,1.3,,
415.5,,1.1,
415.73,1.3,,
415.83,,1.1,
416.08,1.3,,
416.17,,1.1,
416.42,1.3,,
416.51,,1.1,
416.76,1.3,,
416.84,,1.1,
417.1,1.3,,
417.18,,1.1,
417.45,1.3,,
417.51,,1.1,
417.79,1.3,,
417.85,,1.1,
418.13,1.3,,
418.18,,1.1,
418.48,1.3,,
418.52,,1.1,
418.82,1.3,,
418.86,,1.1,
419.16,1.3,,
419.19,,1.1,
419.51,1.3,,
419.53,,1.1,
419.85,1.3,,
419.86,,1.1,
420.19,1.3,,
420.2,,1.1,
420.54,1.3,,
420.54,,1.1,
420.87,,1.1,
420.88,1.3,,
421.21,,1.1,
421.23,1.3,,
421.54,,1.1,
421.57,1.3,,
421.89,,1.1,
421.91,1.3,,
422.22,,1.1,
422.26,1.3,,
422.56,,1.1,
422.6,1.3,,
422.9,,1.1,
422.95,1.3,,
423.23,,1.1,
423.29,1.3,,
423.57,,1.1,
423.63,1.3,,
423.9,,1.1,
423.97,1.3,,
424.24,,1.1,
424.32,1.3,,
424.58,,1.1,
424.66,1.3,,
424.92,,1.1,
425.0,1.3,,
425.25,,1.1,
425.34,1.3,,
425.59,,1.1,
425.69,1.3,,
425.92,,1.1,
426.03,1.3,,
426.26,,1.1,
426.37,1.3,,
426.6,,1.1,
426.72,1.3,,
426.94,,1.1,
427.06,1.3,,
427.27,,1.1,
427.4,1.3,,
427.61,,1.1,
427.75,1.3,,
427.94,,1.1,
428.09,1.3,,
428.28,,1.1,
428.44,1.3,,
428.62,,1.1,
428.78,1.3,,
428.96,,1.1,
429.12,1.3,,
429.29,,1.1,
429.47,1.3,,
429.63,,1.1,
429.81,1.3,,
429.97,,1.1,
430.15,1.3,,
430.3,,1.1,
430.5,1.3,,
430.64,,1.1,
430.84,1.3,,
430.98,,1.1,
431.18,1.3,,
431.32,,1.1,
431.53,1.3,,
431.65,,1.1,
431.87,1.3,,
432.0,,1.1,
432.21,1.3,,
432.33,,1.1,
432.56,1.3,,
432.67,,1.1,
432.9,1.3,,
433.0,,1.1,
433.24,1.3,,
433.34,,1.1,
433.58,1.3,,
433.68,,1.1,
433.93,1.3,,
434.02,,1.1,
434.27,1.3,,
434.35,,1.1,
434.62,1.3,,
434.68,,1.1,
434.96,1.3,,
435.02,,1.1,
435.3,1.3,,
435.35,,1.1,
435.64,1.3,,
435.69,,1.1,
435.98,1.3,,
436.03,,1.1,
436.33,1.3,,
436.36,,1.1,
436.67,1.3,,
436.7,,1.1,
437.01,1.3,,
437.03,,1.1,
437.36,1.3,,
437.37,,1.1,
437.7,1.3,,
437.71,,1.1,
438.04,1.3,,
438.04,,1.1,
438.37,,1.1,
438.39,1.3,,
438.71,,1.1,
438.73,1.3,,
439.04,,1.1,
439.07,1.3,,
439.38,,1.1,
439.41,1.3,,
439.71,,1.1,
439.76,1.3,,
440.05,,1.1,
440.1,1.3,,
440.39,,1.1,
440.44,1.3,,
440.72,,1.1,
440.79,1.3,,
441.06,,1.1,
441.13,1.3,,
441.39,,1.1,
441.48,1.3,,
441.73,,1.1,
441.82,1.3,,
442.06,,1.1,
442.16,1.3,,
442.4,,1.1,
442.51,1.3,,
442.73,,1.1,
442.86,1.3,,
443.07,,1.1,
443.2,1.3,,
443.41,,1.1,
443.54,1.3,,
443.74,,1.1,
443.89,1.3,,
444.08,,1.1,
444.23,1.3,,
444.41,,1.1,
444.57,1.3,,
444.75,,1.1,
444.91,1.3,,
445.09,,1.1,
445.26,1.3,,
445.42,,1.1,
445.6,1.3,,
445.76,,1.1,
445.94,1.3,,
446.09,,1.1,
446.29,1.3,,
446.43,,1.1,
446.63,1.3,,
446.77,,1.1,
446.97,1.3,,
447.11,,1.1,
447.31,1.3,,
447.44,,1.1,
447.65,1.3,,
447.78,,1.1,
448.0,1.3,,
448.11,,1.1,
448.34,1.3,,
448.45,,1.1,
448.68,1.3,,
448.78,,1.1,
449.03,1.3,,
449.12,,1.1,
449.37,1.3,,
449.46,,1.1,
449.71,1.3,,
449.79,,1.1,
450.06,1.3,,
450.13,,1.1,
450.4,1.3,,
450.46,,1.1,
450.74,1.3,,
450.8,,1.1,
451.09,1.3,,
451.13,,1.1,
451.44,1.3,,
451.47,,1.1,
451.78,1.3,,
451.81,,1.1,
452.12,1.3,,
452.15,,1.1,
452.47,1.3,,
452.48,,1.1,
452.81,1.3,,
452.82,,1.1,
453.15,1.3,,
453.15,,1.1,
453.49,1.3,,
453.49,,1.1,
453.83,,1.1,
453.84,1.3,,
454.16,,1.1,
454.18,1.3,,
454.5,,1.1,
454.52,1.3,,
454.83,,1.1,
454.86,1.3,,
455.17,,1.1,
455.21,1.3,,
455.51,,1.1,
455.55,1.3,,
455.84,,1.1,
455.89,1.3,,
456.18,,1.1,
456.24,1.3,,
456.51,,1.1,
456.58,1.3,,
456.85,,1.1,
456.92,1.3,,
457.19,,1.1,
457.27,1.3,,
457.53,,1.1,
457.61,1.3,,
457.86,,1.1,
457.95,1.3,,
458.2,,1.1,
458.3,1.3,,
458.53,,1.1,
458.64,1.3,,
458.87,,1.1,
458.98,1.3,,
459.21,,1.1,
459.33,1.3,,
459.54,,1.1,
459.67,1.3,,
459.88,,1.1,
460.01,1.3,,
460.21,,1.1,
460.36,1.3,,
460.55,,1.1,
460.7,1.3,,
460.88,,1.1,
461.04,1.3,,
461.22,,1.1,
461.39,1.3,,
461.56,,1.1,
461.73,1.3,,
461.89,,1.1,
462.07,1.3,,
462.23,,1.1,
462.42,1.3,,
462.56,,1.1,
462.76,1.3,,
462.9,,1.1,
463.1,1.3,,
463.24,,1.1,
463.44,1.3,,
463.57,,1.1,
463.79,1.3,,
463.91,,1.1,
464.13,1.3,,
464.24,,1.1,
464.48,1.3,,
464.58,,1.1,
464.82,1.3,,
464.91,,1.1,
465.16,1.3,,
465.25,,1.1,
465.51,1.3,,
465.59,,1.1,
465.85,1.3,,
465.92,,1.1,
466.19,1.3,,
466.26,,1.1,
466.54,1.3,,
466.59,,1.1,
466.88,1.3,,
466.93,,1.1,
467.22,1.3,,
467.27,,1.1,
467.57,1.3,,
467.6,,1.1,
467.91,1.3,,
467.94,,1.1,
468.25,1.3,,
468.27,,1.1,
468.6,1.3,,
468.61,,1.1,
468.94,1.3,,
468.95,,1.1,
469.28,1.3,,
469.28,,1.1,
469.62,,1.1,
469.63,1.3,,
469.96,,1.1,
469.97,1.3,,
470.29,,1.1,
470.31,1.3,,
470.63,,1.1,
470.66,1.3,,
470.97,,1.1,
