time+,virt,%cpu,total-runtime
2408.79,1.544,12.5,
2409.12,1.544,12.5,
2409.46,1.544,12.5,
2409.79,1.544,12.5,
2410.13,1.544,12.5,
2410.46,1.544,12.5,
2410.8,1.544,12.5,
2411.13,1.544,12.5,
2411.47,1.544,12.5,
2411.8,1.544,12.5,
2412.14,1.544,12.5,
2412.47,1.544,12.5,
2412.81,1.544,12.5,
2413.14,1.544,12.5,
2413.48,1.544,12.5,
2413.82,1.544,12.5,
2414.15,1.544,12.5,
2414.48,1.544,12.5,
2414.82,1.544,12.5,
2415.16,1.544,12.5,
2415.49,1.544,12.5,
2415.83,1.544,12.5,
2416.16,1.544,12.5,
2416.5,1.544,12.5,
2416.83,1.544,12.5,
2417.17,1.544,12.5,
2417.5,1.544,12.5,
2417.84,1.544,11.4,
2418.18,1.544,12.5,
2418.51,1.544,12.5,
2418.85,1.544,13.8,
2419.18,1.544,12.5,
2419.52,1.544,12.5,
2419.85,1.544,12.5,
2420.19,1.544,12.5,
2420.52,1.544,12.5,
2420.86,1.544,12.5,
2421.19,1.544,12.5,
2421.53,1.544,12.5,
2421.86,1.544,12.5,
2422.2,1.544,11.4,
2422.54,1.544,12.5,
2422.87,1.544,12.5,
2423.21,1.544,12.5,
2423.54,1.544,12.5,
2423.88,1.544,12.5,
2424.22,1.544,12.5,
2424.55,1.544,12.5,
2424.88,1.544,12.5,
2425.22,1.544,12.5,
2425.56,1.544,12.5,
2425.89,1.544,12.5,
2426.23,1.544,12.5,
2426.56,1.544,12.5,
2426.9,1.544,12.5,
2427.24,1.544,12.5,
2427.57,1.544,12.5,
2427.9,1.544,12.5,
2428.24,1.544,12.5,
2428.58,1.544,12.5,
2428.91,1.544,12.5,
2429.25,1.544,12.5,
2429.58,1.544,12.5,
2429.94,1.544,12.5,
2430.27,1.544,12.5,
2430.61,1.544,12.5,
2430.94,1.544,12.5,
2431.28,1.544,12.5,
2431.62,1.544,12.5,
2431.95,1.544,12.5,
2432.29,1.544,12.5,
2432.62,1.544,12.5,
2432.96,1.544,12.5,
2433.3,1.544,12.5,
2433.63,1.544,12.5,
2433.96,1.544,12.5,
2434.3,1.544,12.5,
2434.64,1.544,12.5,
2434.97,1.544,12.5,
2435.31,1.544,12.5,
2435.64,1.544,12.5,
2435.98,1.544,12.5,
2436.31,1.544,12.5,
2436.65,1.544,12.5,
2436.98,1.544,12.5,
2437.32,1.544,11.4,
2437.66,1.544,12.5,
2438.0,1.544,12.5,
2438.33,1.544,12.5,
2438.67,1.544,12.5,
2439.0,1.544,12.5,
2439.34,1.544,12.5,
2439.67,1.544,12.5,
2440.01,1.544,12.5,
2440.34,1.544,12.5,
2440.68,1.544,12.5,
2441.02,1.544,12.5,
2441.35,1.544,12.5,
2441.68,1.544,12.5,
2442.02,1.544,12.5,
2442.36,1.544,12.5,
2442.69,1.544,12.5,
2443.03,1.544,12.5,
2443.36,1.544,12.5,
2443.7,1.544,12.5,
2444.03,1.544,12.5,
2444.37,1.544,12.5,
2444.7,1.544,12.5,
2445.04,1.544,12.5,
2445.38,1.544,12.5,
2445.71,1.544,11.4,
2446.04,1.544,12.5,
2446.38,1.544,12.5,
2446.72,1.544,12.5,
2447.05,1.544,12.5,
2447.39,1.544,12.5,
2447.72,1.544,12.5,
2448.06,1.544,12.5,
2448.39,1.544,12.5,
2448.73,1.544,12.5,
2449.06,1.544,12.5,
2449.4,1.544,12.5,
2449.74,1.544,12.5,
2450.07,1.544,12.5,
2450.4,1.544,12.5,
2450.74,1.544,12.5,
2451.08,1.544,12.5,
2451.41,1.544,12.5,
2451.75,1.544,12.5,
2452.08,1.544,12.5,
2452.42,1.544,12.5,
2452.76,1.544,12.5,
2453.1,1.544,12.5,
2453.43,1.544,12.5,
2453.77,1.544,12.5,
2454.1,1.544,12.5,
2454.44,1.544,12.5,
2454.78,1.544,12.5,
2455.11,1.544,11.4,
2455.44,1.544,12.5,
2455.78,1.544,12.5,
2456.12,1.544,12.5,
2456.45,1.544,12.5,
2456.79,1.544,12.5,
2457.12,1.544,12.5,
2457.46,1.544,12.5,
2457.8,1.544,12.5,
2458.13,1.544,12.5,
2458.47,1.544,12.5,
2458.8,1.544,12.5,
2459.14,1.544,12.5,
2459.48,1.544,13.8,
2459.81,1.544,12.5,
2460.14,1.544,12.5,
2460.48,1.544,12.5,
2460.82,1.544,12.5,
2461.15,1.544,12.5,
2461.49,1.544,12.5,
2461.82,1.544,12.5,
2462.16,1.544,12.5,
2462.49,1.544,12.5,
2462.83,1.544,12.5,
2463.16,1.544,12.5,
2463.5,1.544,11.4,
2463.84,1.544,12.5,
2464.17,1.544,12.5,
2464.51,1.544,12.5,
2464.84,1.544,12.5,
2465.17,1.544,12.5,
2465.51,1.544,12.5,
2465.85,1.544,12.5,
2466.18,1.544,12.5,
2466.52,1.544,12.5,
2466.85,1.544,12.5,
2467.19,1.544,12.5,
2467.53,1.544,12.5,
2467.86,1.544,12.5,
2468.2,1.544,13.8,
2468.53,1.544,12.5,
2468.87,1.544,12.5,
2469.2,1.544,12.5,
2469.54,1.544,11.4,
2469.87,1.544,12.5,
2470.21,1.544,12.5,
2470.54,1.544,12.5,
2470.88,1.544,12.5,
2471.21,1.544,12.5,
2471.55,1.544,12.5,
2471.89,1.544,12.5,
2472.22,1.544,12.5,
2472.56,1.544,12.5,
2472.89,1.544,12.5,
2473.23,1.544,12.5,
2473.56,1.544,12.5,
2473.9,1.544,11.4,
2474.23,1.544,12.5,
2474.57,1.544,12.5,
2474.91,1.544,12.5,
2475.24,1.544,12.5,
2475.57,1.544,12.5,
2475.91,1.544,12.5,
2476.25,1.544,12.5,
2476.58,1.544,12.5,
2476.92,1.544,12.5,
2477.25,1.544,12.5,
2477.59,1.544,12.5,
2477.93,1.544,13.8,
2478.26,1.544,12.5,
2478.59,1.544,12.5,
2478.93,1.544,12.5,
2479.27,1.544,12.5,
2479.6,1.544,12.5,
2479.94,1.544,12.5,
2480.27,1.544,12.5,
2480.61,1.544,12.5,
2480.94,1.544,12.5,
2481.28,1.544,12.5,
2481.61,1.544,12.5,
2481.95,1.544,12.5,
2482.29,1.544,12.5,
2482.62,1.544,12.5,
2482.96,1.544,13.8,
2483.29,1.544,12.5,
2483.63,1.544,12.5,
2483.96,1.544,12.5,
2484.3,1.544,12.5,
2484.63,1.544,12.5,
2484.97,1.544,12.5,
2485.31,1.544,12.5,
2485.64,1.544,12.5,
2485.98,1.544,12.5,
2486.31,1.544,12.5,
2486.65,1.544,12.5,
2486.98,1.544,12.5,
2487.32,1.544,12.5,
2487.65,1.544,12.5,
2487.99,1.544,12.5,
2488.33,1.544,12.5,
2488.66,1.544,12.5,
2489.0,1.544,12.5,
2489.33,1.544,12.5,
2489.67,1.544,12.5,
2490.01,1.544,12.5,
2490.35,1.544,12.5,
2490.68,1.544,12.5,
2491.02,1.544,11.4,
2491.35,1.544,12.5,
2491.69,1.544,12.5,
2492.03,1.544,12.5,
2492.36,1.544,12.5,
2492.69,1.544,11.2,
2493.03,1.544,12.5,
2493.37,1.544,13.8,
2493.7,1.544,12.5,
2494.03,1.544,12.5,
2494.37,1.544,12.5,
2494.7,1.544,12.5,
2495.04,1.544,12.5,
2495.37,1.544,12.5,
2495.71,1.544,12.5,
2496.04,1.544,12.5,
2496.38,1.544,11.4,
2496.71,1.544,12.5,
2497.05,1.544,12.5,
2497.38,1.544,12.5,
2497.72,1.544,12.5,
2498.05,1.544,12.5,
2498.39,1.544,12.5,
2498.72,1.544,12.5,
2499.06,1.544,12.5,
2499.39,1.544,12.5,
2499.73,1.544,12.5,
2500.06,1.544,12.5,
2500.4,1.544,12.5,
2500.73,1.544,12.5,
2501.07,1.544,11.4,
2501.4,1.544,12.5,
2501.74,1.544,12.5,
2502.07,1.544,12.5,
2502.41,1.544,12.5,
2502.74,1.544,12.5,
2503.08,1.544,12.5,
2503.41,1.544,12.5,
2503.75,1.544,12.5,
2504.08,1.544,12.5,
2504.42,1.544,12.5,
2504.75,1.544,12.5,
2505.09,1.544,12.5,
2505.42,1.544,12.5,
2505.76,1.544,12.5,
2506.09,1.544,12.5,
2506.43,1.544,12.5,
2506.76,1.544,12.5,
2507.1,1.544,12.5,
2507.44,1.544,12.5,
2507.77,1.544,12.5,
2508.11,1.544,12.5,
2508.44,1.544,12.5,
2508.78,1.544,12.5,
2509.11,1.544,12.5,
2509.45,1.544,12.5,
2509.78,1.544,12.5,
2510.12,1.544,13.8,
2510.45,1.544,12.5,
2510.79,1.544,12.5,
2511.12,1.544,12.5,
2511.46,1.544,11.4,
2511.79,1.544,12.5,
2512.13,1.544,12.5,
2512.47,1.544,12.5,
2512.8,1.544,12.5,
2513.14,1.544,12.5,
2513.47,1.544,12.5,
2513.81,1.544,12.5,
2514.14,1.544,12.5,
2514.48,1.544,12.5,
2514.81,1.544,12.5,
2515.15,1.544,12.5,
2515.48,1.544,12.5,
2515.81,1.544,12.5,
2516.15,1.544,12.5,
2516.48,1.544,12.5,
2516.82,1.544,12.5,
2517.15,1.544,12.5,
2517.48,1.544,12.5,
2517.82,1.544,12.5,
2518.15,1.544,12.5,
2518.49,1.544,12.5,
2518.82,1.544,12.5,
2519.16,1.544,12.5,
2519.49,1.544,12.5,
2519.83,1.544,12.5,
2520.16,1.544,12.5,
2520.5,1.544,12.5,
2520.83,1.544,12.5,
2521.16,1.544,12.5,
2521.5,1.544,12.5,
2521.84,1.544,12.5,
2522.17,1.544,12.5,
2522.5,1.544,11.4,
2522.84,1.544,12.5,
2523.18,1.544,12.5,
2523.51,1.544,12.5,
2523.85,1.544,12.5,
2524.18,1.544,12.5,
2524.52,1.544,12.5,
2524.86,1.544,12.5,
2525.19,1.544,12.5,
2525.52,1.544,12.5,
2525.86,1.544,12.5,
2526.2,1.544,12.5,
2526.53,1.544,12.5,
2526.87,1.544,12.5,
2527.2,1.544,12.5,
2527.54,1.544,12.5,
2527.88,1.544,12.5,
2528.21,1.544,12.5,
2528.55,1.544,12.5,
2528.88,1.544,12.5,
2529.22,1.544,12.5,
2529.56,1.544,13.8,
2529.89,1.544,12.5,
2530.23,1.544,12.5,
2530.56,1.544,12.5,
2530.9,1.544,12.5,
2531.24,1.544,12.5,
2531.57,1.544,12.5,
2531.91,1.544,12.5,
2532.24,1.544,12.5,
2532.58,1.544,12.5,
2532.92,1.544,12.5,
2533.25,1.544,12.5,
2533.59,1.544,12.5,
2533.92,1.544,12.5,
2534.26,1.544,12.5,
2534.6,1.544,12.5,
2534.93,1.544,12.5,
2535.27,1.544,12.5,
2535.6,1.544,12.5,
2535.94,1.544,12.5,
2536.28,1.544,12.5,
2536.61,1.544,12.5,
2536.95,1.544,12.5,
2537.28,1.544,11.4,
2537.62,1.544,12.5,
2537.96,1.544,12.5,
2538.3,1.544,12.5,
2538.63,1.544,12.5,
2538.97,1.544,12.5,
2539.31,1.544,12.5,
2539.64,1.544,12.5,
2539.98,1.544,12.5,
2540.31,1.544,12.5,
2540.65,1.544,12.5,
2540.99,1.544,12.5,
2541.32,1.544,12.5,
2541.65,1.544,12.5,
2541.99,1.544,12.5,
2542.33,1.544,12.5,
2542.66,1.544,12.5,
2543.0,1.544,12.5,
2543.33,1.544,12.5,
2543.67,1.544,12.5,
2544.0,1.544,12.5,
2544.34,1.544,12.5,
2544.67,1.544,12.5,
2545.01,1.544,12.5,
2545.35,1.544,12.5,
2545.68,1.544,12.5,
2546.02,1.544,12.5,
2546.35,1.544,12.5,
2546.69,1.544,12.5,
2547.02,1.544,12.5,
2547.36,1.544,12.5,
2547.69,1.544,12.5,
2548.03,1.544,12.5,
2548.37,1.544,12.5,
2548.7,1.544,12.5,
2549.03,1.544,12.5,
2549.38,1.544,12.5,
2549.71,1.544,12.5,
2550.05,1.544,12.5,
2550.38,1.544,12.5,
2550.72,1.544,12.5,
2551.05,1.544,12.5,
2551.39,1.544,12.5,
2551.73,1.544,12.5,
2552.06,1.544,12.5,
2552.4,1.544,12.5,
2552.73,1.544,12.5,
2553.07,1.544,12.5,
2553.41,1.544,12.5,
2553.74,1.544,12.5,
2554.08,1.544,12.5,
2554.41,1.544,12.5,
2554.75,1.544,12.5,
2555.08,1.544,11.4,
2555.42,1.544,12.5,
2555.75,1.544,12.5,
2556.09,1.544,12.5,
2556.43,1.544,12.5,
2556.76,1.544,12.5,
2557.1,1.544,12.5,
2557.43,1.544,12.5,
2557.77,1.544,12.5,
2558.11,1.544,12.5,
2558.44,1.544,12.5,
2558.78,1.544,12.5,
2559.11,1.544,12.5,
2559.45,1.544,12.5,
2559.78,1.544,12.5,
2560.12,1.544,12.5,
2560.45,1.544,12.5,
2560.79,1.544,12.5,
2561.13,1.544,12.5,
2561.46,1.544,12.5,
2561.79,1.544,12.5,
2562.13,1.544,12.5,
2562.47,1.544,12.5,
2562.81,1.544,12.5,
2563.14,1.544,12.5,
2563.47,1.544,12.5,
2563.81,1.544,12.5,
2564.15,1.544,12.5,
2564.48,1.544,12.5,
2564.81,1.544,12.5,
2565.15,1.544,12.5,
2565.49,1.544,13.8,
2565.82,1.544,12.5,
2566.15,1.544,12.5,
2566.49,1.544,12.5,
2566.82,1.544,12.5,
2567.16,1.544,11.4,
2567.5,1.544,12.5,
2567.83,1.544,12.5,
2568.17,1.544,12.5,
2568.51,1.544,12.5,
2568.84,1.544,12.5,
2569.17,1.544,12.5,
2569.51,1.544,12.5,
2569.85,1.544,12.5,
2570.18,1.544,12.5,
2570.51,1.544,12.5,
2570.85,1.544,12.5,
2571.19,1.544,12.5,
2571.52,1.544,12.5,
2571.86,1.544,12.5,
2572.2,1.544,12.5,
2572.53,1.544,12.5,
2572.87,1.544,12.5,
2573.21,1.544,12.5,
2573.54,1.544,12.5,
2573.87,1.544,11.4,
2574.21,1.544,12.5,
2574.54,1.544,12.5,
2574.88,1.544,12.5,
2575.21,1.544,12.5,
2575.54,1.544,12.5,
2575.88,1.544,12.5,
2576.22,1.544,12.5,
2576.55,1.544,12.5,
2576.88,1.544,12.5,
2577.22,1.544,12.5,
2577.56,1.544,12.5,
2577.9,1.544,12.5,
2578.23,1.544,12.5,
2578.56,1.544,12.5,
2578.9,1.544,12.5,
2579.24,1.544,12.5,
2579.57,1.544,12.5,
2579.9,1.544,12.5,
2580.24,1.544,12.5,
2580.58,1.544,13.8,
2580.91,1.544,12.5,
2581.24,1.544,12.5,
2581.58,1.544,12.5,
2581.91,1.544,12.5,
2582.25,1.544,12.5,
2582.58,1.544,12.5,
2582.92,1.544,12.5,
2583.25,1.544,12.5,
2583.59,1.544,12.5,
2583.92,1.544,12.5,
2584.26,1.544,12.5,
2584.59,1.544,12.5,
2584.93,1.544,12.5,
2585.26,1.544,11.4,
2585.6,1.544,12.5,
2585.93,1.544,12.5,
2586.27,1.544,13.8,
2586.6,1.544,12.5,
2586.94,1.544,12.5,
2587.28,1.544,12.5,
2587.61,1.544,12.5,
2587.95,1.544,13.8,
2588.28,1.544,12.5,
2588.62,1.544,12.5,
2588.95,1.544,12.5,
2589.29,1.544,13.8,
2589.62,1.544,12.5,
2589.96,1.544,12.5,
2590.29,1.544,12.5,
2590.62,1.544,12.5,
2590.96,1.544,12.5,
2591.3,1.544,12.5,
2591.63,1.544,12.5,
2591.97,1.544,12.5,
2592.3,1.544,12.5,
2592.64,1.544,12.5,
2592.98,1.544,13.8,
2593.31,1.544,12.5,
2593.64,1.544,12.5,
2593.98,1.544,12.5,
2594.31,1.544,12.5,
2594.65,1.544,12.5,
2594.98,1.544,12.5,
2595.32,1.544,12.5,
2595.65,1.544,12.5,
2595.99,1.544,12.5,
2596.32,1.544,12.5,
2596.66,1.544,12.5,
2597.0,1.544,12.5,
2597.33,1.544,12.5,
2597.67,1.544,12.5,
2598.0,1.544,12.5,
2598.34,1.544,12.5,
2598.67,1.544,12.5,
2599.01,1.544,12.5,
2599.34,1.544,12.5,
2599.68,1.544,12.5,
2600.01,1.544,11.4,
2600.35,1.544,12.5,
2600.68,1.544,12.5,
2601.02,1.544,12.5,
2601.35,1.544,12.5,
2601.69,1.544,13.8,
2602.02,1.544,12.5,
2602.36,1.544,12.5,
2602.69,1.544,12.5,
2603.03,1.544,13.8,
2603.36,1.544,12.5,
2603.7,1.544,12.5,
2604.03,1.544,12.5,
2604.36,1.544,12.5,
2604.7,1.544,12.5,
2605.04,1.544,12.5,
2605.37,1.544,12.5,
2605.7,1.544,12.5,
2606.04,1.544,12.5,
2606.38,1.544,12.5,
2606.71,1.544,12.5,
2607.05,1.544,13.8,
2607.38,1.544,12.5,
2607.72,1.544,12.5,
2608.05,1.544,12.5,
2608.38,1.544,12.5,
2608.72,1.544,12.5,
2609.06,1.544,12.5,
2609.39,1.544,12.5,
2609.72,1.544,12.5,
2610.06,1.544,12.5,
2610.4,1.544,12.5,
2610.73,1.544,11.4,
2611.07,1.544,12.5,
2611.4,1.544,12.5,
2611.74,1.544,12.5,
2612.07,1.544,11.4,
2612.41,1.544,12.5,
2612.74,1.544,12.5,
2613.08,1.544,12.5,
2613.41,1.544,11.4,
2613.75,1.544,12.5,
2614.08,1.544,12.5,
2614.42,1.544,12.5,
2614.76,1.544,12.5,
2615.09,1.544,12.5,
2615.42,1.544,12.5,
2615.76,1.544,12.5,
2616.09,1.544,12.5,
2616.43,1.544,12.5,
2616.76,1.544,12.5,
2617.1,1.544,12.5,
2617.43,1.544,12.5,
2617.77,1.544,12.5,
2618.1,1.544,12.5,
2618.44,1.544,12.5,
2618.77,1.544,12.5,
2619.11,1.544,12.5,
2619.44,1.544,11.4,
2619.78,1.544,12.5,
2620.11,1.544,12.5,
2620.45,1.544,12.5,
2620.78,1.544,12.5,
2621.12,1.544,12.5,
2621.45,1.544,12.5,
2621.79,1.544,12.5,
2622.13,1.544,12.5,
2622.46,1.544,12.5,
2622.79,1.544,12.5,
2623.13,1.544,12.5,
2623.47,1.544,13.8,
2623.8,1.544,12.5,
2624.13,1.544,12.5,
2624.47,1.544,12.5,
2624.8,1.544,12.5,
2625.14,1.544,12.5,
2625.47,1.544,12.5,
2625.81,1.544,12.5,
2626.14,1.544,12.5,
2626.48,1.544,12.5,
2626.81,1.544,12.5,
2627.15,1.544,12.5,
2627.49,1.544,12.5,
2627.82,1.544,12.5,
2628.16,1.544,12.5,
2628.49,1.544,12.5,
2628.83,1.544,12.5,
2629.17,1.544,12.5,
2629.5,1.544,11.4,
2629.83,1.544,12.5,
2630.17,1.544,12.5,
2630.51,1.544,13.8,
2630.84,1.544,12.5,
2631.17,1.544,12.5,
2631.51,1.544,12.5,
2631.85,1.544,12.5,
2632.19,1.544,12.5,
2632.52,1.544,12.5,
2632.86,1.544,13.8,
2633.19,1.544,12.5,
2633.53,1.544,12.5,
2633.86,1.544,12.5,
2634.19,1.544,12.5,
2634.53,1.544,12.5,
2634.87,1.544,12.5,
2635.2,1.544,12.5,
2635.53,1.544,12.5,
2635.87,1.544,12.5,
2636.21,1.544,12.5,
2636.54,1.544,12.5,
2636.88,1.544,13.8,
2637.21,1.544,12.5,
2637.55,1.544,12.5,
2637.88,1.544,12.5,
2638.22,1.544,12.5,
2638.55,1.544,12.5,
2638.89,1.544,12.5,
2639.22,1.544,12.5,
2639.56,1.544,12.5,
2639.89,1.544,12.5,
2640.23,1.544,12.5,
2640.56,1.544,12.5,
2640.9,1.544,12.5,
2641.23,1.544,12.5,
2641.57,1.544,12.5,
2641.9,1.544,12.5,
2642.24,1.544,12.5,
2642.57,1.544,12.5,
2642.91,1.544,12.5,
2643.24,1.544,12.5,
2643.58,1.544,12.5,
2643.91,1.544,12.5,
2644.25,1.544,12.5,
2644.58,1.544,12.5,
2644.92,1.544,12.5,
2645.25,1.544,12.5,
2645.59,1.544,12.5,
2645.92,1.544,12.5,
2646.25,1.544,12.5,
2646.59,1.544,11.4,
2646.93,1.544,12.5,
2647.26,1.544,12.5,
2647.59,1.544,12.5,
2647.93,1.544,12.5,
2648.26,1.544,12.5,
2648.6,1.544,12.5,
2648.93,1.544,12.5,
2649.27,1.544,12.5,
2649.6,1.544,12.5,
2649.94,1.544,12.5,
2650.27,1.544,12.5,
2650.61,1.544,12.5,
2650.94,1.544,12.5,
2651.28,1.544,12.5,
2651.61,1.544,12.5,
2651.95,1.544,12.5,
2652.29,1.544,12.5,
2652.62,1.544,12.5,
2652.96,1.544,12.5,
2653.29,1.544,12.5,
2653.63,1.544,12.5,
2653.97,1.544,12.5,
2654.3,1.544,12.5,
2654.64,1.544,12.5,
2654.97,1.544,12.5,
2655.31,1.544,12.5,
2655.64,1.544,12.5,
2655.98,1.544,12.5,
2656.31,1.544,12.5,
2656.65,1.544,12.5,
2656.98,1.544,12.5,
2657.32,1.544,12.5,
2657.65,1.544,12.5,
2657.99,1.544,12.5,
2658.32,1.544,12.5,
2658.66,1.544,12.5,
2658.99,1.544,12.5,
2659.33,1.544,12.5,
2659.66,1.544,12.5,
2660.01,1.544,13.8,
2660.34,1.544,12.5,
2660.67,1.544,12.5,
2661.01,1.544,12.5,
2661.34,1.544,12.5,
2661.68,1.544,12.5,
2662.01,1.544,12.5,
2662.35,1.544,12.5,
2662.68,1.544,12.5,
2663.02,1.544,12.5,
2663.35,1.544,12.5,
2663.69,1.544,12.5,
2664.02,1.544,12.5,
2664.36,1.544,12.5,
2664.69,1.544,12.5,
2665.03,1.544,12.5,
2665.36,1.544,12.5,
2665.7,1.544,13.8,
2666.03,1.544,12.5,
2666.37,1.544,12.5,
2666.7,1.544,12.5,
2667.04,1.544,12.5,
2667.37,1.544,12.5,
2667.71,1.544,12.5,
2668.05,1.544,12.5,
2668.38,1.544,12.5,
2668.71,1.544,12.5,
2669.05,1.544,12.5,
2669.38,1.544,12.5,
2669.72,1.544,12.5,
2670.06,1.544,12.5,
2670.39,1.544,12.5,
2670.73,1.544,12.5,
2671.06,1.544,12.5,
2671.4,1.544,12.5,
2671.73,1.544,12.5,
2672.07,1.544,12.5,
2672.4,1.544,12.5,
2672.74,1.544,12.5,
2673.07,1.544,12.5,
2673.41,1.544,12.5,
2673.75,1.544,13.8,
2674.08,1.544,12.5,
2674.42,1.544,12.5,
2674.76,1.544,12.5,
2675.09,1.544,12.5,
2675.43,1.544,12.5,
2675.76,1.544,12.5,
2676.1,1.544,12.5,
2676.43,1.544,12.5,
2676.77,1.544,12.5,
2677.11,1.544,13.8,
2677.44,1.544,12.5,
2677.78,1.544,12.5,
2678.12,1.544,12.5,
2678.45,1.544,12.5,
2678.79,1.544,13.8,
2679.12,1.544,12.5,
2679.46,1.544,12.5,
2679.79,1.544,12.5,
2680.13,1.544,11.4,
2680.46,1.544,12.5,
2680.8,1.544,12.5,
2681.14,1.544,13.8,
2681.47,1.544,12.5,
2681.8,1.544,12.5,
2682.14,1.544,12.5,
2682.48,1.544,12.5,
2682.81,1.544,12.5,
2683.15,1.544,12.5,
2683.48,1.544,12.5,
2683.82,1.544,12.5,
2684.15,1.544,12.5,
2684.49,1.544,12.5,
2684.82,1.544,12.5,
2685.16,1.544,12.5,
2685.5,1.544,12.5,
2685.83,1.544,12.5,
2686.17,1.544,12.5,
2686.5,1.544,12.5,
2686.84,1.544,12.5,
2687.17,1.544,12.5,
2687.51,1.544,12.5,
2687.86,1.544,12.5,
2688.2,1.544,12.5,
2688.53,1.544,12.5,
2688.87,1.544,12.5,
2689.2,1.544,12.5,
2689.54,1.544,12.5,
2689.88,1.544,12.5,
2690.21,1.544,12.5,
2690.55,1.544,13.8,
2690.88,1.544,12.5,
2691.22,1.544,12.5,
2691.55,1.544,12.5,
2691.89,1.544,12.5,
2692.23,1.544,12.5,
2692.56,1.544,12.5,
2692.9,1.544,12.5,
2693.23,1.544,12.5,
2693.57,1.544,11.4,
2693.91,1.544,12.5,
2694.24,1.544,12.5,
2694.58,1.544,12.5,
2694.92,1.544,12.5,
2695.25,1.544,12.5,
2695.59,1.544,12.5,
2695.92,1.544,12.5,
2696.26,1.544,12.5,
2696.59,1.544,12.5,
2696.93,1.544,12.5,
2697.26,1.544,12.5,
2697.6,1.544,12.5,
2697.94,1.544,13.8,
2698.27,1.544,12.5,
2698.6,1.544,12.5,
2698.94,1.544,12.5,
2699.28,1.544,12.5,
2699.62,1.544,12.5,
2699.95,1.544,12.5,
2700.29,1.544,12.5,
2700.62,1.544,12.5,
2700.96,1.544,12.5,
2701.29,1.544,12.5,
2701.63,1.544,12.5,
2701.96,1.544,12.5,
2702.3,1.544,12.5,
2702.63,1.544,12.5,
2702.97,1.544,12.5,
2703.3,1.544,12.5,
2703.64,1.544,12.5,
2703.97,1.544,12.5,
2704.31,1.544,12.5,
2704.64,1.544,12.5,
2704.98,1.544,12.5,
2705.31,1.544,12.5,
2705.65,1.544,12.5,
2705.98,1.544,12.5,
2706.32,1.544,12.5,
2706.65,1.544,12.5,
2706.98,1.544,12.5,
2707.32,1.544,12.5,
2707.66,1.544,12.5,
2707.99,1.544,12.5,
2708.32,1.544,12.5,
2708.66,1.544,12.5,
2709.0,1.544,12.5,
2709.33,1.544,12.5,
2709.66,1.544,12.5,
2710.0,1.544,12.5,
2710.34,1.544,12.5,
2710.67,1.544,12.5,
2711.0,1.544,12.5,
2711.34,1.544,12.5,
2711.67,1.544,12.5,
2712.01,1.544,12.5,
2712.34,1.544,12.5,
2712.68,1.544,12.5,
2713.01,1.544,12.5,
2713.35,1.544,11.4,
2713.68,1.544,12.5,
2714.02,1.544,11.4,
2714.35,1.544,12.5,
2714.69,1.544,12.5,
2715.02,1.544,12.5,
2715.36,1.544,11.4,
2715.69,1.544,12.5,
2716.03,1.544,12.5,
2716.36,1.544,12.5,
2716.7,1.544,12.5,
2717.03,1.544,12.5,
2717.37,1.544,12.5,
2717.71,1.544,12.5,
2718.04,1.544,12.5,
2718.38,1.544,12.5,
2718.71,1.544,12.5,
2719.05,1.544,12.5,
2719.38,1.544,12.5,
2719.72,1.544,12.5,
2720.05,1.544,12.5,
2720.39,1.544,11.4,
2720.72,1.544,12.5,
2721.06,1.544,12.5,
2721.39,1.544,12.5,
2721.73,1.544,12.5,
2722.06,1.544,12.5,
2722.4,1.544,12.5,
2722.74,1.544,13.8,
2723.07,1.544,12.5,
2723.41,1.544,11.4,
2723.74,1.544,12.5,
2724.07,1.544,12.5,
2724.41,1.544,12.5,
2724.75,1.544,11.4,
2725.08,1.544,12.5,
2725.41,1.544,12.5,
2725.75,1.544,12.5,
2726.09,1.544,12.5,
2726.42,1.544,12.5,
2726.75,1.544,12.5,
2727.09,1.544,12.5,
2727.43,1.544,12.5,
2727.76,1.544,12.5,
2728.09,1.544,12.5,
2728.43,1.544,12.5,
2728.77,1.544,12.5,
2729.1,1.544,12.5,
2729.43,1.544,12.5,
2729.77,1.544,12.5,
2730.11,1.544,13.8,
2730.44,1.544,12.5,
2730.77,1.544,12.5,
2731.11,1.544,12.5,
2731.45,1.544,13.8,
2731.78,1.544,12.5,
2732.11,1.544,12.5,
2732.45,1.544,12.5,
2732.79,1.544,13.8,
2733.12,1.544,12.5,
2733.45,1.544,12.5,
2733.79,1.544,12.5,
2734.13,1.544,13.8,
2734.46,1.544,12.5,
2734.79,1.544,12.5,
2735.13,1.544,12.5,
2735.46,1.544,12.5,
2735.8,1.544,12.5,
2736.13,1.544,12.5,
2736.47,1.544,12.5,
2736.8,1.544,12.5,
2737.14,1.544,12.5,
2737.47,1.544,12.5,
2737.81,1.544,12.5,
2738.14,1.544,12.5,
2738.48,1.544,12.5,
2738.81,1.544,12.5,
2739.15,1.544,12.5,
2739.48,1.544,12.5,
2739.82,1.544,12.5,
2740.15,1.544,12.5,
2740.49,1.544,12.5,
2740.82,1.544,12.5,
2741.16,1.544,12.5,
2741.49,1.544,12.5,
2741.83,1.544,11.4,
2742.16,1.544,12.5,
2742.5,1.544,12.5,
2742.83,1.544,11.4,
2743.17,1.544,12.5,
